Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,AS3D7.gbk,Afa_C58.gbk,Atu_Ach5.gbk
7589_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7590_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7591_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7592_thuF.fna,,,,,,,,,,,,,,1,1,1
7593_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7594_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7595_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7596_thuR.fna,,,,,,,,,,,,,,1,1,1
7597_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7598_sdhX.fna,,,,,,,,,,,,,,0,1,1
7599_gstR.fna,,,,,,,,,,,,,,0,1,1
7600_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7601_rbsB.fna,,,,,,,,,,,,,,1,1,1
7602_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7603_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7604_rbsC.fna,,,,,,,,,,,,,,1,1,1
7605_cytR.fna,,,,,,,,,,,,,,1,1,1
7606_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7607_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7608_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7609_oxidoreductase.fna,,,,,,,,,,,,,,1,1,1
7610_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7611_cy2.fna,,,,,,,,,,,,,,1,1,1
7612_nnrR.fna,,,,,,,,,,,,,,1,1,0
7613_nirV.fna,,,,,,,,,,,,,,1,1,0
7614_nirK.fna,,,,,,,,,,,,,,1,1,0
7615_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7616_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7617_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7618_norD.fna,,,,,,,,,,,,,,1,1,0
7619_norQ.fna,,,,,,,,,,,,,,1,1,0
7620_norB.fna,,,,,,,,,,,,,,1,1,0
7621_norC.fna,,,,,,,,,,,,,,1,1,0
7622_norF.fna,,,,,,,,,,,,,,1,1,0
7623_norE.fna,,,,,,,,,,,,,,1,1,0
7624_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7625_nnrU.fna,,,,,,,,,,,,,,1,1,0
7626_3-polyprenyl-4-hydro...fna,,,,,,,,,,,,,,1,1,0
7627_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7628_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7629_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7630_protease.fna,,,,,,,,,,,,,,1,1,0
7631_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7632_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7633_ferrienterobactin-li...fna,,,,,,,,,,,,,,1,1,0
7634_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7635_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,0
7636_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,0
7637_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,0
7638_napE.fna,,,,,,,,,,,,,,1,1,0
7639_napF.fna,,,,,,,,,,,,,,1,1,0
7640_napD.fna,,,,,,,,,,,,,,1,1,0
7641_napA.fna,,,,,,,,,,,,,,1,1,0
7642_napB.fna,,,,,,,,,,,,,,1,1,0
7643_napC.fna,,,,,,,,,,,,,,1,1,0
7644_transcriptional_regu...fna,,,,,,,,,,,,,,0,1,0
7645_rzcA.fna,,,,,,,,,,,,,,0,1,0
7646_rspD.fna,,,,,,,,,,,,,,0,1,0
7647_rspE.fna,,,,,,,,,,,,,,0,1,0
7648_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7649_phosphopantetheinyl_...fna,,,,,,,,,,,,,,1,1,1
7650_gcdH.fna,,,,,,,,,,,,,,1,1,1
7651_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7652_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7653_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7654_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7655_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7656_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7657_iunH.fna,,,,,,,,,,,,,,1,1,1
7658_adeC.fna,,,,,,,,,,,,,,1,1,1
7659_replicative_DNA_heli...fna,,,,,,,,,,,,,,0,1,0
7660_amidohydrolase.fna,,,,,,,,,,,,,,1,1,1
7661_phosphoribosyltransf...fna,,,,,,,,,,,,,,1,1,1
7662_dipeptidase.fna,,,,,,,,,,,,,,1,1,1
7663_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7664_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7665_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7666_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7667_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7668_tnp.fna,,,,,,,,,,,,,,0,1,0
7669_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7670_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7671_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7672_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7673_gatA.fna,,,,,,,,,,,,,,1,1,1
7674_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7675_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7676_hippurate_hydrolase.fna,,,,,,,,,,,,,,1,1,1
7677_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7678_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7679_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7681_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7682_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,0,1,0
7683_mtlK.fna,,,,,,,,,,,,,,1,1,1
7684_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7685_ribitol_kinase.fna,,,,,,,,,,,,,,1,1,1
7686_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7687_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7688_endonuclease_III.fna,,,,,,,,,,,,,,1,1,1
7689_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7690_ada.fna,,,,,,,,,,,,,,1,1,1
7691_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7692_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7693_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7694_talB.fna,,,,,,,,,,,,,,1,1,1
7695_kdgR.fna,,,,,,,,,,,,,,1,1,1
7696_oxidoreductase.fna,,,,,,,,,,,,,,1,1,1
7697_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7698_sitD.fna,,,,,,,,,,,,,,0,1,1
7699_sitC.fna,,,,,,,,,,,,,,1,1,1
7700_sitB.fna,,,,,,,,,,,,,,1,1,1
7701_sitA.fna,,,,,,,,,,,,,,1,1,1
7702_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7703_lysS.fna,,,,,,,,,,,,,,1,1,1
7704_gltX.fna,,,,,,,,,,,,,,1,1,1
7705_transporter.fna,,,,,,,,,,,,,,1,1,1
7706_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7707_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7708_emrA.fna,,,,,,,,,,,,,,1,1,1
7709_emrB.fna,,,,,,,,,,,,,,1,1,1
7710_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7711_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7712_xylB.fna,,,,,,,,,,,,,,1,1,1
7713_xylA.fna,,,,,,,,,,,,,,1,1,1
7714_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7715_bgl.fna,,,,,,,,,,,,,,1,1,1
7716_nitroreductase.fna,,,,,,,,,,,,,,1,1,1
7717_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7718_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7719_outer_membrane_lipop...fna,,,,,,,,,,,,,,1,1,1
7720_GGDEF_family_protein.fna,,,,,,,,,,,,,,1,1,1
7721_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7722_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7723_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7724_kdgA.fna,,,,,,,,,,,,,,1,1,1
7725_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7726_acetyltransferase.fna,,,,,,,,,,,,,,1,1,1
7727_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7728_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7729_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7730_setA.fna,,,,,,,,,,,,,,1,1,1
7731_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7732_cobW.fna,,,,,,,,,,,,,,1,1,1
7733_creatinine_amidohydr...fna,,,,,,,,,,,,,,1,1,1
7734_transcriptional_regu...fna,,,,,,,,,,,,,,0,1,0
7735_pckR.fna,,,,,,,,,,,,,,1,1,1
7736_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7737_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
7738_oxoreductase.fna,,,,,,,,,,,,,,1,1,1
7739_iolB.fna,,,,,,,,,,,,,,1,1,1
7740_iolE.fna,,,,,,,,,,,,,,1,1,1
7741_iolD.fna,,,,,,,,,,,,,,1,1,1
7742_iolC.fna,,,,,,,,,,,,,,1,1,1
7743_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7744_livF.fna,,,,,,,,,,,,,,1,1,1
7745_livG.fna,,,,,,,,,,,,,,1,1,1
7746_livM.fna,,,,,,,,,,,,,,1,1,1
7747_livH.fna,,,,,,,,,,,,,,1,1,1
7748_livJ.fna,,,,,,,,,,,,,,1,1,1
7749_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7750_transcriptional_regu...fna,,,,,,,,,,,,,,0,1,0
7751_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7752_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7753_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7754_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7755_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7756_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7757_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7758_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7759_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7760_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7761_aroQ.fna,,,,,,,,,,,,,,1,1,1
7762_aroE.fna,,,,,,,,,,,,,,1,1,1
7763_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7764_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7765_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7766_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7767_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7768_pcaB.fna,,,,,,,,,,,,,,1,1,1
7769_pcaG.fna,,,,,,,,,,,,,,0,1,1
7770_pcaH.fna,,,,,,,,,,,,,,1,1,1
7771_pcaC.fna,,,,,,,,,,,,,,1,1,1
7772_pcaD.fna,,,,,,,,,,,,,,1,1,1
7773_pcaQ.fna,,,,,,,,,,,,,,1,1,1
7774_pobA.fna,,,,,,,,,,,,,,1,1,1
7775_pobR.fna,,,,,,,,,,,,,,1,1,1
7776_pcaR.fna,,,,,,,,,,,,,,1,1,1
7777_pcaI.fna,,,,,,,,,,,,,,1,1,1
7778_pcaJ.fna,,,,,,,,,,,,,,1,1,1
7779_pcaF.fna,,,,,,,,,,,,,,1,1,1
7780_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7781_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7782_ABC_transporter-_sub...fna,,,,,,,,,,,,,,0,1,0
7783_iolH.fna,,,,,,,,,,,,,,1,1,0
7784_iolG.fna,,,,,,,,,,,,,,1,1,1
7785_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7786_purR.fna,,,,,,,,,,,,,,1,1,1
7787_ABC_transporter-_mem...fna,,,,,,,,,,,,,,0,1,0
7788_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7789_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7790_polygalacturonase.fna,,,,,,,,,,,,,,1,1,1
7791_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7792_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7793_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7794_serine_protease.fna,,,,,,,,,,,,,,1,1,1
7795_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7796_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7797_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7798_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7799_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7800_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7801_inositol_monophospha...fna,,,,,,,,,,,,,,1,1,1
7802_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
7803_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7804_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7805_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7806_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7807_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7808_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7809_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,1
7810_ferredoxin.fna,,,,,,,,,,,,,,0,1,1
7811_sodBII.fna,,,,,,,,,,,,,,0,1,1
7812_transcriptional_regu...fna,,,,,,,,,,,,,,0,1,1
7813_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,1
7814_choloylglycine_hydro...fna,,,,,,,,,,,,,,1,1,1
7815_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7816_sodium_bile_acid_sym...fna,,,,,,,,,,,,,,0,1,0
7817_probable_transmembra...fna,,,,,,,,,,,,,,0,1,0
7818_putative_oxidoreduct...fna,,,,,,,,,,,,,,1,1,1
7819_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7820_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7821_hpaG.fna,,,,,,,,,,,,,,0,1,0
7822_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7824_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7825_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,0
7826_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,0
7827_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,0
7828_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7829_IS426_transposase.fna,,,,,,,,,,,,,,0,1,1
7830_IS426_transposase.fna,,,,,,,,,,,,,,0,1,1
7831_IS3_family_transposa...fna,,,,,,,,,,,,,,0,1,0
7832_IS3_family_transposa...fna,,,,,,,,,,,,,,0,1,1
7833_IS3_family_transposa...fna,,,,,,,,,,,,,,1,1,1
7834_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7835_nodX.fna,,,,,,,,,,,,,,0,1,0
7836_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7837_glycosyltransferase.fna,,,,,,,,,,,,,,0,1,0
7838_sugar_nucleotide_epi...fna,,,,,,,,,,,,,,0,1,0
7839_tnp.fna,,,,,,,,,,,,,,0,1,0
7840_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,0
7841_wbbL.fna,,,,,,,,,,,,,,1,1,1
7842_rfbA.fna,,,,,,,,,,,,,,1,1,1
7843_rfbD.fna,,,,,,,,,,,,,,1,1,1
7844_rffB.fna,,,,,,,,,,,,,,1,1,1
7845_rfbC.fna,,,,,,,,,,,,,,1,1,1
7846_uvrD.fna,,,,,,,,,,,,,,1,1,1
7847_dppF.fna,,,,,,,,,,,,,,1,1,1
7848_dppD.fna,,,,,,,,,,,,,,1,1,1
7849_dppC.fna,,,,,,,,,,,,,,1,1,1
7850_dppB.fna,,,,,,,,,,,,,,1,1,1
7851_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7852_uxuA.fna,,,,,,,,,,,,,,1,1,1
7853_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7854_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7855_GGDEF_family_protein.fna,,,,,,,,,,,,,,1,1,1
7856_oxidoreductase.fna,,,,,,,,,,,,,,1,1,1
7857_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7858_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7859_ATP-dependent_DNA_li...fna,,,,,,,,,,,,,,1,1,1
7860_pit-.fna,,,,,,,,,,,,,,0,1,0
7861_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7862_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7863_AcrB-AcrD-AcrF_famil...fna,,,,,,,,,,,,,,1,1,1
7864_nolF.fna,,,,,,,,,,,,,,1,1,1
7865_two_component_respon...fna,,,,,,,,,,,,,,1,1,1
7866_two_component_sensor...fna,,,,,,,,,,,,,,1,1,1
7867_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7868_oxyR.fna,,,,,,,,,,,,,,1,1,1
7869_katA.fna,,,,,,,,,,,,,,1,1,1
7870_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7871_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7872_vdh.fna,,,,,,,,,,,,,,1,1,1
7873_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7874_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7875_betC.fna,,,,,,,,,,,,,,1,1,1
7876_carbohydrate_kinase.fna,,,,,,,,,,,,,,1,1,1
7877_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7878_argH.fna,,,,,,,,,,,,,,1,1,1
7879_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7880_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7881_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7882_xylR.fna,,,,,,,,,,,,,,1,1,1
7883_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7884_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7885_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7886_agpT.fna,,,,,,,,,,,,,,1,1,1
7887_melA.fna,,,,,,,,,,,,,,1,1,1
7888_agpA.fna,,,,,,,,,,,,,,1,1,1
7889_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7890_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7891_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7892_melA.fna,,,,,,,,,,,,,,0,1,1
7893_HlyD_family_secretio...fna,,,,,,,,,,,,,,0,1,1
7894_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,0,1,1
7895_ABC_transporter-_mem...fna,,,,,,,,,,,,,,0,1,1
7896_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7897_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7898_two_component_respon...fna,,,,,,,,,,,,,,1,1,1
7899_ftsZ1.fna,,,,,,,,,,,,,,1,1,1
7900_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7901_dapA.fna,,,,,,,,,,,,,,1,1,1
7902_putative_malate_dehy...fna,,,,,,,,,,,,,,1,1,1
7903_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7904_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7905_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7906_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7907_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7908_dadA.fna,,,,,,,,,,,,,,1,1,1
7909_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7910_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7911_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7912_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7913_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7914_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7915_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7916_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7917_2-hydroxyacid_dehydr...fna,,,,,,,,,,,,,,1,1,1
7918_GGDEF_family_protein.fna,,,,,,,,,,,,,,1,1,1
7919_outer_membrane_prote...fna,,,,,,,,,,,,,,1,1,0
7920_chlorohydrolase.fna,,,,,,,,,,,,,,1,1,1
7921_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7922_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7923_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7924_hydrolase.fna,,,,,,,,,,,,,,1,1,1
7925_trzA.fna,,,,,,,,,,,,,,1,1,1
7926_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7927_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7928_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7929_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7930_huy.fna,,,,,,,,,,,,,,1,1,1
7931_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7932_nuoE.fna,,,,,,,,,,,,,,1,1,1
7933_nuoF.fna,,,,,,,,,,,,,,1,1,1
7934_fdhF.fna,,,,,,,,,,,,,,1,1,1
7935_fdsD.fna,,,,,,,,,,,,,,1,1,1
7936_MFS_permease.fna,,,,,,,,,,,,,,1,1,1
7937_two_component_sensor...fna,,,,,,,,,,,,,,1,1,1
7938_two_component_respon...fna,,,,,,,,,,,,,,1,1,1
7939_Hypothetical_Protein.fna,,,,,,,,,,,,,,1,1,1
7940_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7941_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7942_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7943_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7944_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7945_dppA.fna,,,,,,,,,,,,,,1,1,1
7946_dppB.fna,,,,,,,,,,,,,,1,1,1
7947_dppC.fna,,,,,,,,,,,,,,1,1,1
7948_ggt.fna,,,,,,,,,,,,,,1,1,1
7949_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7950_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7951_Conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7952_sodBIII.fna,,,,,,,,,,,,,,0,1,0
7953_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7954_exsA.fna,,,,,,,,,,,,,,1,1,1
7955_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,0,1,0
7956_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7957_fimbrial_usher_prote...fna,,,,,,,,,,,,,,0,1,0
7958_fimbrial_chaperone.fna,,,,,,,,,,,,,,0,1,0
7959_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7960_acnB.fna,,,,,,,,,,,,,,1,1,1
7961_methyl-accepting_che...fna,,,,,,,,,,,,,,1,1,1
7962_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7963_cat.fna,,,,,,,,,,,,,,0,1,0
7964_flavin-containing_mo...fna,,,,,,,,,,,,,,0,1,1
7965_zinc-binding_dehydro...fna,,,,,,,,,,,,,,1,1,1
7966_acoR.fna,,,,,,,,,,,,,,1,1,1
7967_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7968_transcriptional_regu...fna,,,,,,,,,,,,,,0,1,0
7969_ABC_transporter-_sub...fna,,,,,,,,,,,,,,0,1,0
7970_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,0,1,0
7971_ABC_transporter-_mem...fna,,,,,,,,,,,,,,0,1,0
7972_ABC_transporter-_mem...fna,,,,,,,,,,,,,,0,1,0
7973_D-tagatose_3-epimera...fna,,,,,,,,,,,,,,0,1,0
7974_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
7975_dpe.fna,,,,,,,,,,,,,,0,1,0
7976_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7977_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
7978_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7979_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
7980_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
7981_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7982_Xaa-Pro_dipeptidase.fna,,,,,,,,,,,,,,1,1,1
7983_arcB.fna,,,,,,,,,,,,,,1,1,1
7984_tdcB.fna,,,,,,,,,,,,,,1,1,1
7985_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7986_bioA.fna,,,,,,,,,,,,,,1,1,1
7987_gabD.fna,,,,,,,,,,,,,,1,1,1
7988_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
7989_acetyltransferase.fna,,,,,,,,,,,,,,1,1,1
7990_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7991_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7992_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
7993_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7994_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
7995_FAD-dependent_monoox...fna,,,,,,,,,,,,,,1,1,1
7996_oxalate_decarboxylas...fna,,,,,,,,,,,,,,0,1,0
7997_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
7998_two_component_respon...fna,,,,,,,,,,,,,,1,1,1
7999_nodW.fna,,,,,,,,,,,,,,1,1,1
8000_two_component_sensor...fna,,,,,,,,,,,,,,1,1,1
8001_fdhF.fna,,,,,,,,,,,,,,1,1,1
8002_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
8003_cpo.fna,,,,,,,,,,,,,,1,1,1
8004_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
